Term,stunum,Course,Grade
2022-FA Course Grade,0,CLA INT 201.,P
2022-FA Course Grade,1,CLA INT 101.,P
2022-FA Course Grade,2,CLA INT 101.,P
2022-FA Course Grade,3,CLA GBK 101.,P
2022-FA Course Grade,4,CLA GBK 203.,P
2022-FA Course Grade,5,CLA INT 101.,P
2022-FA Course Grade,6,CLA INT 101.,P
2022-FA Course Grade,7,CLA INT 201.,P
2022-FA Course Grade,8,CLA INT 201.,P
2022-FA Course Grade,9,CLA INT 201.,P
2022-FA Course Grade,10,CLA GBK 101.,P
2022-FA Course Grade,11,CLA INT 101.,P
2022-FA Course Grade,12,CLA INT 201.,P
2022-FA Course Grade,13,CLA INT 201.,P
2022-FA Course Grade,14,CLA INT 201.,P
2022-FA Course Grade,15,CLA INT 201.,P
2022-FA Course Grade,16,CLA INT 201.,P
2022-FA Course Grade,17,CLA INT 301.,P
2022-FA Course Grade,18,CLA INT 101.,P
2022-FA Course Grade,19,CLA INT 201.,P
2022-FA Course Grade,20,CLA INT 101.,P
2022-FA Course Grade,21,CLA INT 101.,P
2022-FA Course Grade,22,CLA INT 201.,P
2022-FA Course Grade,23,CLA INT 101.,P
2022-FA Course Grade,24,CLA INT 201.,P
2022-FA Course Grade,25,CLA INT 201.,P
2022-FA Course Grade,26,CLA INT 101.,P
2022-FA Course Grade,27,CLA INT 301.,P
2022-FA Course Grade,28,CLA INT 201.,P
2022-FA Course Grade,29,CLA GBK 101.,P
2022-FA Course Grade,30,CLA GBK 101.,P
2022-FA Course Grade,31,CLA INT 201.,P
2022-FA Course Grade,32,CLA INT 101.,P
2022-FA Course Grade,33,CLA GBK 101.,P
2022-FA Course Grade,34,CLA INT 101.,P
2022-FA Course Grade,35,CLA GBK 101.,P
2022-FA Course Grade,36,CLA INT 101.,P
2022-FA Course Grade,37,CLA INT 201.,P
2022-FA Course Grade,38,CLA GBK 203.,P
2022-FA Course Grade,39,CLA INT 201.,P
2022-FA Course Grade,40,CLA GBK 305.,P
2022-FA Course Grade,41,CLA GBK 101.,P
2022-FA Course Grade,42,CLA INT 201.,P
2022-FA Course Grade,43,CLA INT 201.,P
2022-FA Course Grade,44,CLA INT 101.,P
2022-FA Course Grade,45,CLA INT 101.,P
2022-FA Course Grade,46,CLA GBK 101.,P
2022-FA Course Grade,47,CLA INT 101.,P
2022-FA Course Grade,48,CLA INT 101.,P
2022-FA Course Grade,49,CLA GBK 203.,P
2022-FA Course Grade,50,CLA GBK 203.,P
2022-FA Course Grade,51,CLA INT 201.,P
2022-FA Course Grade,52,CLA GBK 101.,P
2022-FA Course Grade,53,CLA INT 201.,P
2022-FA Course Grade,54,CLA INT 301.,P
2022-FA Course Grade,55,CLA GBK 203.,P
2022-FA Course Grade,56,CLA INT 201.,P
2022-FA Course Grade,57,CLA INT 201.,P
2022-FA Course Grade,58,CLA INT 101.,P
2022-FA Course Grade,59,CLA INT 201.,P
2022-FA Course Grade,60,CLA INT 101.,P
2022-FA Course Grade,61,CLA INT 201.,P
2022-FA Course Grade,62,CLA INT 201.,P
2022-FA Course Grade,63,CLA GBK 101.,P
2022-FA Course Grade,64,CLA INT 101.,P
2022-FA Course Grade,65,CLA INT 101.,P
2022-FA Course Grade,66,CLA INT 201.,P
2022-FA Course Grade,67,CLA INT 201.,P
2022-FA Course Grade,68,CLA GBK 101.,P
2022-FA Course Grade,69,CLA INT 101.,P
2022-FA Course Grade,70,CLA INT 201.,P
2022-FA Course Grade,71,CLA INT 301.,P
2022-FA Course Grade,72,CLA INT 201.,P
2022-FA Course Grade,73,CLA INT 101.,P
2022-FA Course Grade,74,CLA INT 201.,P
2022-FA Course Grade,75,CLA INT 101.,P
2022-FA Course Grade,76,CLA GBK 203.,P
2022-FA Course Grade,77,CLA INT 201.,P
2022-FA Course Grade,78,CLA INT 101.,P
2022-FA Course Grade,79,CLA GBK 101.,P
2022-FA Course Grade,80,CLA INT 201.,P
2022-FA Course Grade,81,CLA GBK 101.,P
2022-FA Course Grade,82,CLA INT 201.,P
2022-FA Course Grade,83,CLA INT 201.,P
2022-FA Course Grade,84,CLA INT 201.,P
2022-FA Course Grade,85,CLA GBK 203.,P
2022-FA Course Grade,86,CLA INT 101.,P
2022-FA Course Grade,87,CLA INT 201.,P
2022-FA Course Grade,88,CLA INT 201.,P
2022-FA Course Grade,89,CLA GBK 101.,P
2022-FA Course Grade,90,CLA GBK 101.,P
2022-FA Course Grade,91,CLA INT 101.,P
2022-FA Course Grade,92,CLA INT 201.,P
2022-FA Course Grade,93,CLA GBK 101.,P
2022-FA Course Grade,94,CLA INT 201.,P
2022-FA Course Grade,95,CLA GBK 101.,P
2022-FA Course Grade,96,CLA INT 101.,P
2022-FA Course Grade,97,CLA INT 101.,P
2022-FA Course Grade,98,CLA INT 101.,P
2022-FA Course Grade,99,CLA INT 301.,P
2022-FA Course Grade,100,CLA INT 101.,P
2022-FA Course Grade,101,CLA GBK 101.,P
2022-FA Course Grade,102,CLA GBK 101.,P
2022-FA Course Grade,103,CLA INT 201.,P
2022-FA Course Grade,104,CLA INT 201.,P
2022-FA Course Grade,105,CLA GBK 203.,P
2022-FA Course Grade,106,CLA INT 201.,P
2022-FA Course Grade,107,CLA INT 201.,P
2022-FA Course Grade,108,CLA GBK 203.,P
2022-FA Course Grade,109,CLA GBK 101.,P
2022-FA Course Grade,110,CLA INT 101.,P
2022-FA Course Grade,111,CLA INT 201.,P
2022-FA Course Grade,112,CLA INT 101.,P
2022-FA Course Grade,113,CLA INT 201.,P
2022-FA Course Grade,114,CLA GBK 101.,P
2022-FA Course Grade,115,CLA INT 301.,P
2022-FA Course Grade,116,CLA INT 201.,P
2022-FA Course Grade,117,CLA INT 101.,P
2022-FA Course Grade,118,CLA INT 201.,P
2022-FA Course Grade,119,CLA INT 101.,P
2022-FA Course Grade,120,CLA INT 201.,P
2022-FA Course Grade,121,CLA GBK 101.,P
2022-FA Course Grade,122,CLA INT 201.,P
2022-FA Course Grade,123,CLA INT 101.,P
2022-FA Course Grade,124,CLA INT 101.,P
2022-FA Course Grade,125,CLA GBK 101.,P
2022-FA Course Grade,126,CLA INT 201.,P
2022-FA Course Grade,127,CLA INT 201.,P
2022-FA Course Grade,128,CLA INT 301.,P
2022-FA Course Grade,129,CLA INT 101.,P
2022-FA Course Grade,130,CLA INT 101.,P
2022-FA Course Grade,131,CLA INT 201.,P
2022-FA Course Grade,132,CLA GBK 101.,P
2022-FA Course Grade,133,CLA INT 101.,P
2022-FA Course Grade,134,CLA INT 201.,P
2022-FA Course Grade,135,CLA INT 201.,P
2022-FA Course Grade,136,CLA GBK 101.,P
2022-FA Course Grade,137,CLA INT 201.,P
2022-FA Course Grade,138,CLA INT 201.,P
2022-FA Course Grade,139,CLA INT 101.,P
2022-FA Course Grade,140,CLA INT 301.,P
2022-FA Course Grade,141,CLA INT 101.,P
2022-FA Course Grade,142,CLA INT 301.,P
2022-FA Course Grade,143,CLA GBK 101.,P
2022-FA Course Grade,144,CLA INT 201.,P
2022-FA Course Grade,145,CLA INT 201.,P
2022-FA Course Grade,146,CLA INT 201.,P
2022-FA Course Grade,147,CLA GBK 203.,P
2022-FA Course Grade,148,CLA INT 101.,P
2022-FA Course Grade,149,CLA INT 201.,P
2022-FA Course Grade,150,CLA INT 201.,P
2022-FA Course Grade,151,CLA GBK 203.,P
2022-FA Course Grade,152,CLA GBK 203.,P
2022-FA Course Grade,153,CLA INT 201.,P
2022-FA Course Grade,154,CLA INT 201.,P
2022-FA Course Grade,155,CLA INT 101.,P
2022-FA Course Grade,156,CLA INT 201.,P
2022-FA Course Grade,157,CLA INT 101.,P
2022-FA Course Grade,158,CLA INT 201.,P
2022-FA Course Grade,159,CLA INT 201.,P
2022-FA Course Grade,160,CLA INT 201.,P
2022-FA Course Grade,161,CLA INT 101.,P
2022-FA Course Grade,162,CLA GBK 203.,P
2022-FA Course Grade,163,CLA INT 201.,P
2022-FA Course Grade,164,CLA INT 201.,P
2022-FA Course Grade,165,CLA INT 101.,P
2022-FA Course Grade,166,CLA INT 301.,P
2022-FA Course Grade,167,CLA GBK 305.,P
2022-FA Course Grade,168,CLA INT 101.,P
2022-FA Course Grade,169,CLA INT 201.,P
2022-FA Course Grade,170,CLA INT 301.,P
2022-FA Course Grade,171,CLA INT 201.,P
2022-FA Course Grade,172,CLA INT 101.,P
2022-FA Course Grade,173,CLA INT 101.,P
2022-FA Course Grade,174,CLA INT 101.,P
2022-FA Course Grade,175,CLA INT 201.,P
2022-FA Course Grade,176,CLA INT 101.,P
2022-FA Course Grade,177,CLA INT 201.,P
2022-FA Course Grade,178,CLA INT 201.,P
2022-FA Course Grade,179,CLA INT 101.,P
2022-FA Course Grade,180,CLA INT 201.,P
2022-FA Course Grade,181,CLA INT 101.,P
2022-FA Course Grade,182,CLA INT 101.,P
2022-FA Course Grade,183,CLA INT 101.,P
2022-FA Course Grade,184,CLA INT 101.,P
2022-FA Course Grade,185,CLA INT 201.,P
2022-FA Course Grade,186,CLA INT 301.,P
2022-FA Course Grade,187,CLA INT 301.,P
2022-FA Course Grade,188,CLA GBK 101.,P
2022-FA Course Grade,189,CLA INT 101.,P
2022-FA Course Grade,190,CLA INT 201.,P
2022-FA Course Grade,191,CLA INT 201.,P
2022-FA Course Grade,192,CLA INT 101.,P
2022-FA Course Grade,193,CLA INT 101.,P
2022-FA Course Grade,194,CLA GBK 101.,P
2022-FA Course Grade,195,CLA INT 101.,P
2022-FA Course Grade,196,CLA INT 101.,P
2022-FA Course Grade,197,CLA GBK 203.,P
2022-FA Course Grade,198,CLA INT 301.,P
2022-FA Course Grade,199,CLA INT 201.,P
2022-FA Course Grade,200,CLA GBK 101.,P
2022-FA Course Grade,201,CLA INT 301.,P
2022-FA Course Grade,202,CLA INT 101.,P
2022-FA Course Grade,203,CLA INT 301.,P
2022-FA Course Grade,204,CLA INT 201.,P
2022-FA Course Grade,205,CLA GBK 101.,P
2022-FA Course Grade,206,CLA GBK 203.,P
2022-FA Course Grade,207,CLA INT 101.,P
2022-FA Course Grade,208,CLA INT 201.,P
2022-FA Course Grade,209,CLA GBK 101.,P
2022-FA Course Grade,210,CLA INT 101.,P
2022-FA Course Grade,211,CLA GBK 203.,P
2022-FA Course Grade,212,CLA GBK 101.,P
2022-FA Course Grade,213,CLA GBK 101.,P
2022-FA Course Grade,214,CLA INT 201.,P
2022-FA Course Grade,215,CLA GBK 101.,P
2022-FA Course Grade,216,CLA INT 201.,P
2022-FA Course Grade,217,CLA INT 101.,P
2022-FA Course Grade,218,CLA INT 101.,P
2022-FA Course Grade,219,CLA INT 101.,P
2022-FA Course Grade,220,CLA GBK 101.,P
2022-FA Course Grade,221,CLA INT 101.,P
2022-FA Course Grade,222,CLA INT 101.,P
2022-FA Course Grade,223,CLA INT 101.,P
2022-FA Course Grade,224,CLA GBK 203.,P
2022-FA Course Grade,225,CLA INT 101.,P
2022-FA Course Grade,226,CLA GBK 101.,P
2022-FA Course Grade,227,CLA INT 101.,P
2022-FA Course Grade,228,CLA INT 101.,P
2022-FA Course Grade,229,CLA GBK 101.,P
2022-FA Course Grade,230,CLA INT 101.,P
2022-FA Course Grade,231,CLA INT 101.,P
2022-FA Course Grade,232,CLA INT 101.,P
2022-FA Course Grade,233,CLA GBK 101.,P
2022-FA Course Grade,234,CLA GBK 101.,P
2022-FA Course Grade,235,CLA GBK 203.,P
2022-FA Course Grade,236,CLA INT 201.,P
2022-FA Course Grade,237,CLA GBK 101.,P
2022-FA Course Grade,238,CLA INT 201.,P
2022-FA Course Grade,239,CLA GBK 203.,P
2022-FA Course Grade,240,CLA INT 301.,P
2022-FA Course Grade,241,CLA INT 301.,P
2022-FA Course Grade,242,CLA INT 101.,P
2022-FA Course Grade,243,CLA INT 301.,P
2022-FA Course Grade,244,CLA INT 101.,P
2022-FA Course Grade,245,CLA INT 101.,P
2022-FA Course Grade,246,CLA INT 201.,P
2022-FA Course Grade,247,CLA GBK 203.,P
2022-FA Course Grade,248,CLA GBK 101.,P
2022-FA Course Grade,249,CLA INT 201.,P
2022-FA Course Grade,250,CLA GBK 101.,P
2022-FA Course Grade,251,CLA GBK 101.,P
2022-FA Course Grade,252,CLA INT 201.,P
2022-FA Course Grade,253,CLA INT 301.,P
2022-FA Course Grade,254,CLA INT 201.,P
2022-FA Course Grade,255,CLA INT 101.,P
2022-FA Course Grade,256,CLA INT 101.,P
2022-FA Course Grade,257,CLA INT 101.,P
2022-FA Course Grade,258,CLA INT 301.,P
2022-FA Course Grade,259,CLA INT 101.,P
2022-FA Course Grade,260,CLA INT 101.,P
2022-FA Course Grade,261,CLA INT 101.,P
2022-FA Course Grade,262,CLA GBK 101.,P
2022-FA Course Grade,263,CLA INT 201.,P
2022-FA Course Grade,264,CLA INT 201.,P
2022-FA Course Grade,265,CLA GBK 101.,P
2022-FA Course Grade,266,CLA INT 101.,P
2022-FA Course Grade,267,CLA INT 301.,P
2022-FA Course Grade,268,CLA INT 101.,P
2022-FA Course Grade,269,CLA GBK 101.,P
2022-FA Course Grade,270,CLA GBK 101.,P
2022-FA Course Grade,271,CLA INT 101.,P
2022-FA Course Grade,272,CLA GBK 203.,P
2022-FA Course Grade,273,CLA INT 201.,P
2022-FA Course Grade,274,CLA INT 101.,P
2022-FA Course Grade,275,CLA INT 201.,P
2022-FA Course Grade,276,CLA INT 201.,P
2022-FA Course Grade,277,CLA GBK 101.,P
2022-FA Course Grade,278,CLA INT 301.,P
2022-FA Course Grade,279,CLA INT 201.,P
2022-FA Course Grade,280,CLA GBK 101.,P
2022-FA Course Grade,281,CLA INT 101.,P
2022-FA Course Grade,282,CLA INT 201.,P
2022-FA Course Grade,283,CLA INT 301.,P
2022-FA Course Grade,284,CLA INT 101.,P
2022-FA Course Grade,285,CLA INT 101.,P
2022-FA Course Grade,286,CLA INT 201.,P
2022-FA Course Grade,287,CLA INT 101.,P
2022-FA Course Grade,288,CLA INT 101.,P
2022-FA Course Grade,289,CLA INT 101.,P
2022-FA Course Grade,290,CLA GBK 101.,P
2022-FA Course Grade,291,CLA INT 101.,P
2022-FA Course Grade,292,CLA INT 101.,P
2022-FA Course Grade,293,CLA GBK 101.,P
2022-FA Course Grade,294,CLA INT 101.,P
2022-FA Course Grade,295,CLA INT 101.,P
2022-FA Course Grade,296,CLA INT 101.,P
2022-FA Course Grade,297,CLA GBK 101.,P
2022-FA Course Grade,298,CLA GBK 101.,P
2022-FA Course Grade,299,CLA GBK 203.,P
2022-FA Course Grade,300,CLA GBK 101.,P
2022-FA Course Grade,301,CLA GBK 203.,P
2022-FA Course Grade,302,CLA INT 101.,P
2022-FA Course Grade,303,CLA INT 101.,P
2022-FA Course Grade,304,CLA INT 201.,P
2022-FA Course Grade,305,CLA INT 101.,P
2022-FA Course Grade,306,CLA INT 101.,P
2022-FA Course Grade,307,CLA INT 101.,P
2022-FA Course Grade,308,CLA INT 101.,P
2022-FA Course Grade,309,CLA INT 301.,P
2022-FA Course Grade,310,CLA INT 201.,P
2022-FA Course Grade,311,CLA INT 201.,P
2022-FA Course Grade,312,CLA INT 201.,P
2022-FA Course Grade,313,CLA INT 101.,P
2022-FA Course Grade,314,CLA INT 101.,P
2022-FA Course Grade,315,CLA INT 201.,P
2022-FA Course Grade,316,CLA INT 201.,P
2022-FA Course Grade,317,CLA INT 201.,P
2022-FA Course Grade,318,CLA GBK 101.,P
2022-FA Course Grade,319,CLA INT 201.,P
2022-FA Course Grade,320,CLA INT 201.,P
2022-FA Course Grade,321,CLA INT 201.,P
2022-FA Course Grade,322,CLA INT 101.,P
2022-FA Course Grade,323,CLA INT 101.,P
2022-FA Course Grade,324,CLA INT 201.,P
2022-FA Course Grade,325,CLA INT 101.,P
2022-FA Course Grade,326,CLA INT 101.,P
2022-FA Course Grade,327,CLA INT 101.,P
2022-FA Course Grade,328,CLA INT 201.,P
2022-FA Course Grade,329,CLA INT 201.,P
2022-FA Course Grade,330,CLA GBK 101.,P
2022-FA Course Grade,331,CLA INT 101.,P
2022-FA Course Grade,332,CLA INT 301.,P
2022-FA Course Grade,333,CLA INT 201.,P
2022-FA Course Grade,334,CLA INT 101.,P
2022-FA Course Grade,335,CLA INT 201.,P
2022-FA Course Grade,336,CLA INT 201.,P
2022-FA Course Grade,337,CLA INT 201.,P
2022-FA Course Grade,338,CLA INT 201.,P
2022-FA Course Grade,339,CLA INT 301.,P
2022-FA Course Grade,340,CLA INT 201.,P
2022-FA Course Grade,341,CLA INT 101.,P
2022-FA Course Grade,342,CLA INT 301.,P
2022-FA Course Grade,343,CLA INT 101.,P
2022-FA Course Grade,344,CLA INT 201.,P
2022-FA Course Grade,345,CLA INT 101.,P
2022-FA Course Grade,346,CLA INT 201.,P
2022-FA Course Grade,347,CLA INT 101.,P
2022-FA Course Grade,348,CLA INT 201.,P
2022-FA Course Grade,349,CLA INT 101.,P
2022-FA Course Grade,350,CLA INT 101.,P
2022-FA Course Grade,351,CLA INT 201.,P
2022-FA Course Grade,352,CLA INT 301.,P
2022-FA Course Grade,353,CLA GBK 101.,P
2022-FA Course Grade,354,CLA INT 201.,P
2022-FA Course Grade,355,CLA INT 201.,P
2022-FA Course Grade,356,CLA INT 101.,P
2022-FA Course Grade,357,CLA INT 301.,P
2022-FA Course Grade,358,CLA GBK 101.,P
2022-FA Course Grade,359,CLA GBK 101.,P
2022-FA Course Grade,360,CLA GBK 203.,P
2022-FA Course Grade,361,CLA GBK 101.,P
2022-FA Course Grade,362,CLA GBK 203.,P
2022-FA Course Grade,363,CLA INT 101.,P
2022-FA Course Grade,364,CLA INT 101.,P
2022-FA Course Grade,365,CLA INT 101.,P
2022-FA Course Grade,366,CLA GBK 101.,P
2022-FA Course Grade,367,CLA INT 101.,P
2022-FA Course Grade,368,CLA INT 201.,P
2022-FA Course Grade,369,CLA INT 301.,P
2022-FA Course Grade,370,CLA INT 101.,P
2022-FA Course Grade,371,CLA INT 101.,P
2022-FA Course Grade,372,CLA INT 101.,P
2022-FA Course Grade,373,CLA INT 101.,P
2022-FA Course Grade,374,CLA INT 101.,P
2022-FA Course Grade,375,CLA INT 201.,P
2022-FA Course Grade,376,CLA INT 301.,P
2022-FA Course Grade,377,CLA INT 101.,P
2022-FA Course Grade,378,CLA INT 101.,P
2022-FA Course Grade,379,CLA INT 201.,P
2022-FA Course Grade,380,CLA GBK 203.,P
2022-FA Course Grade,381,CLA INT 101.,P
2022-FA Course Grade,382,CLA GBK 101.,P
2022-FA Course Grade,383,CLA GBK 101.,P
2022-FA Course Grade,384,CLA INT 201.,P
2022-FA Course Grade,385,CLA INT 201.,P
2022-FA Course Grade,386,CLA GBK 203.,P
2022-FA Course Grade,387,CLA GBK 203.,P
2022-FA Course Grade,388,CLA INT 101.,P
2022-FA Course Grade,389,CLA INT 201.,P
2022-FA Course Grade,390,CLA INT 201.,P
2022-FA Course Grade,391,CLA INT 101.,P
2022-FA Course Grade,392,CLA INT 201.,P
2022-FA Course Grade,393,CLA INT 101.,P
2022-FA Course Grade,394,CLA INT 101.,P
2022-FA Course Grade,395,CLA INT 201.,P
2022-FA Course Grade,396,CLA INT 101.,P
2022-FA Course Grade,397,CLA INT 101.,P
2022-FA Course Grade,398,CLA INT 201.,P
2022-FA Course Grade,399,CLA INT 301.,P
2022-FA Course Grade,400,CLA INT 101.,P
2022-FA Course Grade,401,CLA INT 201.,P
2022-FA Course Grade,402,CLA INT 101.,P
2022-FA Course Grade,403,CLA GBK 101.,P
2022-FA Course Grade,404,CLA INT 101.,P
2022-FA Course Grade,405,CLA INT 201.,P
2022-FA Course Grade,406,CLA GBK 101.,P
2022-FA Course Grade,407,CLA INT 201.,P
2022-FA Course Grade,408,CLA INT 101.,P
2022-FA Course Grade,409,CLA INT 301.,P
2022-FA Course Grade,410,CLA INT 101.,P
2022-FA Course Grade,411,CLA INT 101.,P
2022-FA Course Grade,412,CLA INT 201.,P
2022-FA Course Grade,413,CLA INT 101.,P
2022-FA Course Grade,414,CLA INT 101.,P
2022-FA Course Grade,415,CLA GBK 101.,P
2022-FA Course Grade,416,CLA INT 301.,P
2022-FA Course Grade,417,CLA INT 201.,P
2022-SP Course Grade,418,CLA INT 101.,P
2022-SP Course Grade,76,CLA GBK 202.,P
2022-SP Course Grade,77,CLA INT 101.,P
2022-SP Course Grade,96,CLA INT 101.,P
2022-SP Course Grade,94,CLA INT 101.,P
2022-SP Course Grade,88,CLA INT 101.,P
2022-SP Course Grade,85,CLA GBK 202.,P
2022-SP Course Grade,419,CLA INT 101.,P
2022-SP Course Grade,50,CLA GBK 202.,P
2022-SP Course Grade,420,CLA INT 101.,P
2022-SP Course Grade,421,CLA INT 101.,P
2022-SP Course Grade,399,CLA INT 201.,P
2022-SP Course Grade,19,CLA INT 101.,P
2022-SP Course Grade,422,CLA INT 101.,P
2022-SP Course Grade,17,CLA INT 201.,P
2022-SP Course Grade,13,CLA INT 101.,P
2022-SP Course Grade,12,CLA INT 101.,P
2022-SP Course Grade,9,CLA INT 101.,P
2022-SP Course Grade,423,CLA INT 101.,P
2022-SP Course Grade,424,CLA INT 101.,P
2022-SP Course Grade,4,CLA GBK 202.,P
2022-SP Course Grade,25,CLA INT 101.,P
2022-SP Course Grade,425,CLA INT 201.,P
2022-SP Course Grade,426,CLA INT 301.,P
2022-SP Course Grade,398,CLA INT 101.,P
2022-SP Course Grade,57,CLA INT 101.,P
2022-SP Course Grade,37,CLA GBK 202.,P
2022-SP Course Grade,395,CLA INT 101.,P
2022-SP Course Grade,427,CLA INT 201.,P
2022-SP Course Grade,428,CLA INT 101.,P
2022-SP Course Grade,336,CLA INT 101.,P
2022-SP Course Grade,429,CLA INT 101.,P
2022-SP Course Grade,335,CLA INT 101.,P
2022-SP Course Grade,329,CLA INT 101.,P
2022-SP Course Grade,328,CLA INT 101.,P
2022-SP Course Grade,430,CLA INT 201.,P
2022-SP Course Grade,338,CLA INT 101.,P
2022-SP Course Grade,321,CLA INT 101.,P
2022-SP Course Grade,317,CLA INT 101.,P
2022-SP Course Grade,339,CLA INT 201.,P
2022-SP Course Grade,362,CLA GBK 202.,P
2022-SP Course Grade,360,CLA GBK 202.,P
2022-SP Course Grade,431,CLA INT 301.,P
2022-SP Course Grade,432,CLA INT 101.,P
2022-SP Course Grade,433,CLA INT 101.,P
2022-SP Course Grade,67,CLA INT 101.,P
2022-SP Course Grade,434,CLA INT 101.,P
2022-SP Course Grade,435,CLA INT 101.,P
2022-SP Course Grade,62,CLA INT 101.,P
2022-SP Course Grade,55,CLA GBK 202.,P
2022-SP Course Grade,436,CLA INT 101.,P
2022-SP Course Grade,158,CLA INT 101.,P
2022-SP Course Grade,40,CLA GBK 304.,P
2022-SP Course Grade,197,CLA GBK 202.,P
2022-SP Course Grade,186,CLA INT 201.,P
2022-SP Course Grade,126,CLA INT 101.,P
2022-SP Course Grade,437,CLA INT 301.,P
2022-SP Course Grade,438,CLA INT 101.,P
2022-SP Course Grade,118,CLA INT 101.,P
2022-SP Course Grade,439,CLA INT 101.,P
